Ticker,Company Name,Market Cap,Website
CI,Cigna Corporation Common Stock,106003931136,https://www.cigna.com
CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",145882656,https://www.citizensinc.com
CIB,BanColombia S.A. Common Stock,6374514688,https://www.grupobancolombia.com
CIE,"Cobalt International Energy, Inc. COBALT INTERNATIONAL ENERGY, INC.",,
CIEN,Ciena Corporation Common Stock,6822596608,https://www.ciena.com
CIF,MFS Intermediate High Income Fund Common Stock,34964312,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CIF-mfs-intermediate-high-income-fund.html#tab-overview
CIG,Comp En De Mn Cemig ADS American Depositary Shares,3803712512,https://www.cemig.com.br
CIG.C,Comp En De Mn Cemig ADS American Depositary Receipts,,
CII,"Blackrock Capital and Income Fund, Inc.",796832448,https://www.blackrock.com/investing/products/240242/blackrock-enhanced-capital-and-income-fund-inc-usd-fund
CIM,Chimera Investment Corporation Common Stock,1565809792,https://www.chimerareit.com
CIO,"City Office REIT, Inc. Common Stock",431624096,https://www.cityofficereit.com
CIR,"CIRCOR International, Inc. Common Stock",506044832,https://www.circor.com
CIT,CIT Group Inc (DEL) Common Stock,,
CIVI,"Civitas Solutions, Inc. Common Stock",5744723968,https://civitasresources.com
CJES,"C&J Energy Services, Inc. Common Stock",,
CKH,SEACOR Holdings Inc. Common Stock,,
CKP,"Checkpoint Systms, Inc. Common Stock",,
CL,Colgate,64840376320,https://www.colgatepalmolive.com
CLA,Capitala Finance Corp. 7.125% Notes due 2021,,
CLB,Core Laboratories N.V. Common Stock,971618688,https://www.corelab.com
CLC,CLARCOR Inc. Common Stock,,
CLD,Cloud Peak Energy Inc Common Stock,,
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,617405376,https://www.chathamlodgingtrust.com
CLF,Cliffs Natural Resources Inc Common Stock,7951447040,https://www.clevelandcliffs.com
CLGX,"CoreLogic, Inc. Common Stock",,
CLH,"Clean Harbors, Inc. Common Stock",6672011776,https://www.cleanharbors.com
CLI,Mack,,
CLNY,"Colony Financial, Inc Common Stock",,
CLR,"Continental Resources, Inc. Common Stock",27151699968,https://www.clr.com
CLS,"Celestica, Inc. Common Stock",1387862912,https://www.celestica.com
CLV,Cliffs Natural Resources Inc. Depositary Shares Representing 1/40th Preferred Convertible Series A,,
CLW,Clearwater Paper Corporation Common Stock,650715840,https://www.clearwaterpaper.com
CLX,Clorox Company (The) Common Stock,18320101376,https://www.thecloroxcompany.com
CM,Canadian Imperial Bank of Commerce Common Stock,21862541312,https://www.cibc.com
CMA,Comerica Incorporated Common Stock,9409940480,https://www.comerica.com
CMA.W,"Comerica Incorporated Warrant expiring November 14, 2018",,
CMC,Commercial Metals Company Common Stock,5846287872,https://www.cmc.com
CMCM,"Cheetah Mobile Inc. American Depositary Shares, each representing 10 Class Ordinary Shares",253452608,https://www.cmcm.com
CMG,"Chipotle Mexican Grill, Inc. Common Stock",42451533824,https://www.chipotle.com
CMI,Cummins Inc. Common Stock,35881009152,https://www.cummins.com
CMK,MFS Intermarket Income Trust I Common Stock,,
CMLP,Crestwood Midstream Partners LP,,
CMN,Cantel Medical Corp. Common Stock,,
CMO,Capstead Mortgage Corporation Common Stock,,
CMP,Compass Minerals Intl Inc Common Stock,1447452288,https://www.compassminerals.com
CMRE,Costamare Inc. Common Stock $0.0001 par value,1210985984,https://www.costamare.com
CMS,CMS Energy Corporation Common Stock,17622267904,https://www.cmsenergy.com
CMU,MFS Municipal Income Trust Common Stock,90074456,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CMU-mfs-high-yield-municipal-trust.html#tab-overview
CNA,CNA Financial Corporation Common Stock,11451392000,https://www.cna.com
CNC,Centene Corporation Common Stock,48798351360,https://www.centene.com
CNCO,Cencosud S.A. American Depositary Shares (Each representing three Common Shares),,
CNHI,CNH Industrial N.V. Common Shares,21858723840,https://www.cnhindustrial.com
CNI,Canadian National Railway Company Common Stock,89255133184,https://www.cn.ca
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",1653231232,https://ir.cinemark.com
CNL,Cleco Corporation Common Stock,,
CNNX,Cone Midstream Partners LP Common Units representing limited partner interests,,
CNO,"CNO Financial Group, Inc. Common Stock",2841131520,https://www.cnoinc.com
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",19375360000,https://www.centerpointenergy.com
CNQ,Canadian Natural Resources Limited Common Stock,70573891584,https://www.cnrl.com
CNS,Cohn & Steers Inc Common Stock,3153112320,https://www.cohenandsteers.com
CNW,Con,,
CNX,CONSOL Energy Inc. Common Stock,3824832256,https://www.cnx.com
CO,China Cord Blood Corporation Common Stock,363145792,https://www.globalcordbloodcorp.com
CODE,Spansion Inc Common Stock Class A New,,
CODI,Compass Diversified Holdings Shares of Beneficial Interest,1266912896,https://compassdiversified.com
COF,Capital One Financial Corporation Common Stock,43255963648,https://www.capitalone.com
COF.W,"Capital One Financial Corporation Warrants expiring November 14, 2018",,
COG,Cabot Oil & Gas Corporation Common Stock,,
COH,"Coach, Inc. Common Stock",,
COL,"Rockwell Collins, Inc. Common Stock",,
COO,"Cooper Companies, Inc. (The) Common Stock",15469644800,https://www.coopercos.com
COP,ConocoPhillips Common Stock,167163723776,https://www.conocophillips.com
COR,CoreSite Realty Corporation Common Stock,,
CORR,"CorEnergy Infrastructure Trust, Inc. Common Stock",34490976,https://corenergy.reit
COT,Cott Corporation Common Stock,,
COTY,Coty Inc. Class A Common Stock,6212233216,https://www.coty.com
COUP,Coupons.com Incorporated Common Stock,4400921600,https://www.coupa.com
COV,Covidien plc. Ordinary Shares (Ireland),,
CP,Canadian Pacific Railway Limited Common Stock,75035213824,https://www.cpr.ca
CPA,"Copa Holdings, S.A. Copa Holdings, S.A. Class A Common Stock",3673329408,https://copa.gcs-web.com
CPAC,"Cementos Pacasmayo S.A.A. American Depositary Shares, each representing five Common Shares",448656128,https://www.cementospacasmayo.com.pe
CPB,Campbell Soup Company Common Stock,15853314048,https://www.campbellsoupcompany.com
CPE,Callon Petroleum Company Common Stock,2588282880,https://www.callon.com
CPF,Central Pacific Financial Corp New,588434112,https://www.cpb.bank
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),4599735296,https://www.crescentpointenergy.com
CPK,Chesapeake Utilities Corporation Common Stock,2097892480,https://www.chpk.com
CPL,CPFL Energia S.A. CPFL Energia S.A. American Depositary Shares,,
CPN,Calpine Corporation Common Stock,,
CPS,Cooper,119787960,https://www.cooperstandard.com
CPT,Camden Property Trust Common Stock,11995883520,https://www.camdenliving.com
CR,Crane Company Common Stock,6222136320,https://www.craneco.com
CRC,California Resources Corporation Common Stock,3583915520,https://www.crc.com
CRCM,"Care.com, Inc. Common Stock",,
CRD.A,Crawford & Company Common Stock,,
CRD.B,Crawford & Company Common Stock,,
CRH,CRH PLC American Depositary Shares,31042304000,https://www.crh.com
CRI,"Carter's, Inc. Common Stock",3182614784,https://www.carters.com
CRK,"Comstock Resources, Inc. Common Stock",4481476608,https://www.comstockresources.com
CRL,"Charles River Laboratories International, Inc. Common Stock",12165957632,https://www.criver.com
CRM,Salesforce.com Inc Common Stock,149956411392,https://www.salesforce.com
CRR,"Carbo Ceramics, Inc. Common Stock",,
CRS,Carpenter Technology Corporation Common Stock,1980007936,https://www.carpentertechnology.com
CRT,Cross Timbers Royalty Trust Common Stock,133980000,https://www.crt-crosstimbers.com
CRY,"CryoLife, Inc. Common Stock",,
CS,Credit Suisse Group American Depositary Shares,9161781248,https://www.credit-suisse.com
CSC,Computer Sciences Corporation Common Stock,,
CSG,Chambers Street Properties Common Shares of Beneficial Interest,,
CSH,"Cash America International, Inc. Common Stock",,
CSI,Cutwater Select Income Fund,,
CSL,Carlisle Companies Incorporated Common Stock,13365512192,https://www.carlisle.com
CSLT,"Castlight Health, Inc. Class B Common Stock",,
CSS,"CSS Industries, Inc. Common Stock",,
CST,"CST Brands, Inc. Common Stock",,
CSTM,Constellium N.V. Ordinary Shares,1728459264,https://www.constellium.com
CSU,Capital Senior Living Corporation Common Stock,,
CSV,"Carriage Services, Inc. Common Stock",401984096,https://www.carriageservices.com
CSX,CSX Corporation Common Stock,71130611712,https://www.csx.com
CTB,Cooper Tire & Rubber Company Common Stock,,
CTL,"CenturyLink, Inc. Common Stock",,
CTLT,"Catalent, Inc. Common Stock",7220709888,https://www.catalent.com
CTQ,Qwest Corporation 7.375% Notes due 2051,,
CTR,ClearBridge Energy MLP Total Return Fund Inc. Common Stock,216730928,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=CTR
CTS,CTS Corporation Common Stock,1361167104,https://www.ctscorp.com
CTT,"CatchMark Timber Trust, Inc. Class A Common Stock",,
CTU,Qwest Corporation 7.00% Notes due 2025,,
CTV,Qwest Corporation 6.875% Notes due 2054,355636576,https://www.innovid.com
CTW,Qwest Corporation 7.50% Notes due 2051,,
CTX,Qwest Corporation 7.00% Notes due 2052,,
CTY,Qwest Corporation 6.125% Notes due 2053,,
CUB,Cubic Corporation Common Stock,,
CUBE,CubeSmart Common Shares,8905608192,https://www.cubesmart.com
CUBI,"Customers Bancorp, Inc Common Stock",1039465664,https://www.customersbank.com
CUBS,"Customers Bancorp, Inc 6.375% Senior Notes due 2018",,
CUDA,"Barracuda Networks, Inc. Common Stock",,
CUK,Carnival Plc ADS ADS,10204787712,https://www.carnivalcorp.com
CUZ,Cousins Properties Incorporated Common Stock,3785596416,https://www.cousins.com
CVA,Covanta Holding Corporation Common Stock,,
CVB,"Lehman ABS Corporation 7.75% Corp Backed Tr Ctfs, Kinder Morgan Debenture",,
CVC,Cablevision Systems Corporation Class A Common Stock,,
CVD,Covance Inc. Common Stock,,
CVE,Cenovus Energy Inc Common Stock,40878198784,https://www.cenovus.com
CVEO,Civeo Corporation Common Stock,411830784,https://civeo.com
CVG,Convergys Corporation Common Stock,,
CVI,CVR Energy Inc. Common Stock,4012192256,https://www.cvrenergy.com
CVO,Cenveo Inc,,
CVRR,"CVR Refining, LP Common Units Representing Limited Partner Interests",,
CVS,CVS Health Corporation Common Stock,132085202944,https://www.cvshealth.com
CVT,"CVENT, INC. Common Stock",2799462400,https://www.cvent.com
CVX,Chevron Corporation Common Stock,355157606400,https://www.chevron.com
CW,Curtiss,6986628608,https://www.curtisswright.com
CWEI,"Clayton Williams Energy, Inc. Common Stock",,
CWT,California Water Service Group Common Stock,3425833216,https://www.calwatergroup.com
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",6731152896,https://www.cemex.com
CXE,MFS High Income Municipal Trust Common Stock,111593896,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview
CXH,MFS Investment Grade Municipal Trust Common Stock,65411520,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview
CXO,Concho Resources Inc. Common Stock,,
CXP,"Columbia Property Trust, Inc. Common Stock",,
CXW,Corrections Corporation of America Common Stock,1461462656,https://www.corecivic.com
CYD,China Yuchai International Limited Common Stock,289685344,https://www.cyilimited.com
CYH,"Community Health Systems, Inc. Common Stock",447846144,https://www.chs.net
CYN,City National Corporation Common Stock,20883098,https://www.cyngn.com
CYNI,"Cyan, Inc. Common Stock",,
CYS,"CYS Investments, Inc. Common Stock",,
CYT,Cytec Industries Inc. Common Stock,51287808,https://cyteir.com
CZZ,Cosan Limited Class A Common Stock,,
D,"Dominion Resources, Inc. Common Stock",49428680704,https://www.dominionenergy.com
DAC,Danaos Corporation Common Stock,1176689536,https://www.danaos.com
DAL,"Delta Air Lines, Inc. Common Stock",22074085376,https://www.delta.com
DAN,Dana Holding Corporation Common Stock When,2567365120,https://www.dana.com
DANG,E,,
DAR,Darling Ingredients Inc. Common Stock,11692246016,https://www.darlingii.com
DATA,"Tableau Software, Inc. Class A Common Stock",,
DB,Deutsche Bank AG Common Stock,22311749632,https://www.db.com
DBD,"Diebold, Incorporated Common Stock",174732304,https://www.dieboldnixdorf.com
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,227734944,https://www.doubleline.com/opp-credit-fund-overview.php
DCA,Virtus Total Return Fund,,
DCI,"Donaldson Company, Inc. Common Stock",7488509952,https://www.donaldson.com
DCM,"NTT DOCOMO, Inc American Depositary Shares",,
DCO,Ducommun Incorporated Common Stock,610587072,https://www.ducommun.com
DCT,DCT Industrial Trust Inc Common Stock,1488743168,https://www.duckcreek.com
DCUA,"Dominion Resources, Inc. Corporate Unit 2013 Series A",,
DCUB,"Dominion Resources, Inc. Corporate Unit 2013 Series B",,
DCUC,"Dominion Resources, Inc. VA New 2014 Series A Corp Unit",,
DD,E.I. du Pont de Nemours and Company Common Stock,37205045248,https://www.dupont.com
DDC,Dominion Diamond Corporation Common Stock,,
DDD,3D Systems Corporation Common Stock,1252377728,https://www.3dsystems.com
DDE,Dover Downs Gaming & Entertainment Inc Common Stock,,
DDF,"Delaware Investments Dividend & Income Fund, Inc. Common Stock",64923192,https://www.delawarefunds.com/closed-end/products/delaware-investments-dividend-and-income-fund-inc#tab_tab3
DDR,DDR Corp. Common Stock,,
DDS,"Dillard's, Inc. Common Stock",7261977600,https://www.dillards.com
DDT,Dillard's Capital Trust I,,
DE,Deere & Company Common Stock,134496714752,https://www.deere.com
DECK,Deckers Outdoor Corporation Common Stock,10396790784,https://www.deckers.com
DEG,"Etablissements Delhaize Freres et Cie ""Le Lion"" S.A. Common Stock",,
DEI,"Douglas Emmett, Inc. Common Stock",2946409984,https://www.douglasemmett.com
DEL,Deltic Timber Corporation Common Stock,,
DEO,Diageo plc Common Stock,106447036416,https://www.diageo.com
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,85911160,https://www.delawareinvestments.com/closed-end/products/delaware-enhanced-global-dividend-and-income-fund.aspx
DF,Dean Foods Company Common Stock,,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,378738240,https://www.flahertyfunds.com/funds/dfp-dynamic-preferred-income-fund/
DFS,Discover Financial Services Common Stock,31845640192,https://www.discover.com
DFT,"Dupont Fabros Technology, Inc. Common Stock",,
DG,Dollar General Corporation Common Stock,59393196032,https://www.dollargeneral.com
DGI,"DigitalGlobe, Inc Common Stock",,
DGX,Quest Diagnostics Incorporated Common Stock,18212331520,https://www.questdiagnostics.com
DHF,Dreyfus High Yield Strategies Fund Common Stock,170186096,
DHG,"Deutsche High Income Opportunities Fund, Inc  New Common Stock",,
DHI,"D.R. Horton, Inc. Common Stock",30097293312,https://www.drhorton.com
DHR,Danaher Corporation Common Stock,188183871488,https://www.danaher.com
DHT,"DHT Holdings, Inc.",1690216320,https://www.dhtankers.com
DHX,"Dice Holdings, Inc. Common Stock",280408288,https://www.dhigroupinc.com
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,581870400,https://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=DIAX
DIN,"DineEquity, Inc Common Stock",1255980160,https://www.dinebrands.com
DIS,Walt Disney Company (The) Common Stock,179730219008,https://www.thewaltdisneycompany.com
DK,"Delek US Holdings, Inc. Common Stock",2507645440,https://www.delekus.com
DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",2329407744,https://www.deleklogistics.com
DKS,Dick's Sporting Goods Inc Common Stock,10304370688,https://www.dickssportinggoods.com
DKT,Deutsch Bk Contingent Cap Tr V Tr Pfd Secs,,
DL,China Distance Education Holdings Limited American Depositary Shares,,
DLB,Dolby Laboratories Common Stock,7203439104,https://www.dolby.com
DLNG,Dynagas LNG Partners LP Common Units,110774624,https://www.dynagaspartners.com
DLPH,Delphi Automotive plc Ordinary Shares,,
DLR,"Digital Realty Trust, Inc. Common Stock",31497519104,https://www.digitalrealty.com
DLX,Deluxe Corporation Common Stock,800988992,https://www.deluxe.com
DM,"Dominion Midstream Partners, LP Common Units representing Limited Partner Interests",631358464,https://www.desktopmetal.com
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc. Common Stock",204554624,
DMD,Demand Media Inc. Common Stock,,
DMO,Western Asset Mortgage Defined Opportunity Fund Inc Common Stock,126393696,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=DMO
DNB,Dun & Bradstreet Corporation (The) Common Stock,5764996608,https://www.dnb.com
DNI,Dividend and Income Fund Common Stock,,
DNOW,NOW Inc. Common Stock,1383093120,https://www.dnow.com
DNP,"DNP Select Income Fund, Inc. Common Stock",3894904320,https://www.dnpselectincome.com
DNR,Denbury Resources Inc. Common Stock,,
DNY,The Denali Fund Inc,,
DO,"Diamond Offshore Drilling, Inc. Common Stock",,https://www.diamondoffshore.com
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,3134712320,https://www.docreit.com
DOM,Dominion Resources Black Warrior Trust Common Stock,,
DOOR,Masonite International Corporation Ordinary Shares (Canada),1756792448,https://www.masonite.com
DOV,Dover Corporation Common Stock,20555296768,https://www.dovercorporation.com
DOW,Dow Chemical Company (The) Common Stock,38127104000,https://www.dow.com
DPG,Duff & Phelps Global Utility Income Fund Inc. Common Stock,512897408,https://www.dpgfund.com
DPLO,"Diplomat Pharmacy, Inc. Common Stock",,
DPM,"DCP Midstream Partners, LP DCP Midstream Partnership, LP Common Units",,
DPS,"Dr Pepper Snapple Group, Inc Dr Pepper Snapple Group, Inc  Common Stock",,
DPZ,Domino's Pizza Inc Common Stock,14243783680,https://www.dominos.com
DQ,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",3763896320,https://www.dqsolar.com
DRA,Diversified Real Asset Income Fund Common Shares of Beneficial Interest,,
DRC,Dresser,,
DRD,DRDGOLD Limited American Depositary Shares,590346752,https://www.drdgold.com
DRE,Duke Realty Corporation Common Stock,18356969472,https://www.dukerealty.com
DRH,Diamondrock Hospitality Company Common Stock,1887155200,https://www.drhc.com
DRI,"Darden Restaurants, Inc. Common Stock",19251009536,https://www.darden.com
DRII,"Diamond Resorts International, Inc. Common Stock",,
DRL,Doral Financial Corporation NEW Common Stock,,
DRQ,Dril,852800192,https://www.dril-quip.com
DSE,Duff & Phelps Select Energy MLP Fund Inc. Common Stock,,
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,1167865600,https://www.doublelinefunds.com/closed_end_funds/income_solutions/overview.html
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc. Common Stock",285162048,
DST,"DST Systems, Inc. Common Stock",,
DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock",450542720,https://www.blackrock.com/investing/products/240192/blackrock-debt-strategies-fund-inc-usd-fund
DSW,DSW Inc. Common Stock,,
DSX,Diana Shipping inc. common stock,396346528,https://www.dianashippinginc.com
DTE,DTE Energy Company Common Stock,22179805184,https://newlook.dteenergy.com
DTF,DTF Tax,78376896,https://www.dtffund.com
DTK,Deutsche Bk Contingent Cap Tr III Tr Pfd Secs,,
DTQ,"DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062",,
DTT,Deutsche Bank Cap Fdg Tr IX Guaranteed Trust Preferred Securities,,
DTZ,DTE Energy Company 2011 Series I 6.50% Junior Subordinate Debentures due 2061,,
DUA,Deutsche Bank Cap Fdg Tr VIII 6.375% Tr Pfd Secs,,
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc. Common Stock",,
DUK,Duke Energy Corporation (Holding Company) Common Stock,75811053568,https://www.duke-energy.com
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,17694736384,
DV,DeVry Education Group Inc. Common Stock,4103965184,https://www.doubleverify.com
DVA,DaVita HealthCare Partners Inc. Common Stock,7366350848,https://www.davita.com
DVD,"Dover Motorsports, Inc. Common Stock",,
DVN,Devon Energy Corporation Common Stock,45900603392,https://www.devonenergy.com
DW,Drew Industries Incorporated Common Stock ($0.01 Par Value),,
DWRE,"DEMANDWARE, INC. Common Stock",,
DX,"Dynex Capital, Inc. Common Stock",475555424,https://www.dynexcapital.com
DXB,Deutsche Bk Contingent Cap TR II Tr Pfd Sec,,
DY,"Dycom Industries, Inc. Common Stock",2760326912,https://www.dycomind.com
DYN,Dynegy Inc. Common Stock,541049280,https://www.dyne-tx.com
DYN.W,"Dynegy Inc. Warrant expiring October 2, 2017",,
E,ENI S.p.A. Common Stock,52419051520,https://www.eni.com
EAA,"Entergy Arkansas, Inc. First Mortgage Bonds, 5.75% Series Due November 1, 2040",,
EAB,"Entergy Arkansas, Inc. First Mortgage Bonds, 4.90% Series Due December 1, 2052",,
EAE,"Entergy Arkansas, Inc. First Mortgage Bonds, 4.75% Series due June 1, 2063",,
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,93911008,https://www.earnreit.com
EAT,"Brinker International, Inc. Common Stock",1571445376,https://brinker.com
EBF,"Ennis, Inc. Common Stock",596353856,https://www.ennis.com
EBR,Centrais Elc Braz Pfb B Elbras American Depositary Shares,13179012096,https://eletrobras.com
EBR.B,Centrais Elc Braz Pfb B Elbras American Depositary Shares,,
EBS,"Emergent Biosolutions, Inc. Common Stock",636438592,https://www.emergentbiosolutions.com
EC,Ecopetrol S.A. American Depositary Shares,21072257024,https://www.ecopetrol.com.co
ECA,Encana Corporation,,
ECC,Eagle Point Credit Company Inc. Common Stock,381799872,https://www.eaglepointcreditcompany.com
ECL,Ecolab Inc. Common Stock,43002245120,https://www.ecolab.com
ECOM,ChannelAdvisor Corporation Common Stock,693829120,https://www.channeladvisor.com
ECR,Eclipse Resources Corporation Common Stock,,
ECT,ECA Marcellus Trust I Common Units of Beneficial Interest,,
ED,"Consolidated Edison, Inc. Common Stock",34196914176,https://www.conedison.com
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",282874208,https://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=33956&sc=NO
EDE,Empire District Electric Company (The) Common Stock,,
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,65522772,https://www.shiplpcef.com/edf-objective.php?fund=edf
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,44215776,https://www.shiplpcef.com/edi-objective.php?fund=edi
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,648038016,https://www.edenor.com
EDR,"Education Realty Trust, Inc. Common Stock",5712698880,https://www.endeavorco.com
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)",44984037376,https://www.neworiental.org
EE,El Paso Electric Company Common Stock,,https://www.excelerateenergy.com
EEA,"The European Equity Fund, Inc. Common Stock",54022352,https://fundsus.deutscheam.com/EN/products/european_equity_fund.jsp
EEP,"Enbridge Energy, L.P. Class A Common Units",,
EEQ,Enbridge Energy Management LLC Shares repstg limited liability company interests,,
EFC,"Ellington Financial LLC Common Shares representing Limitied Liability Company Interests, no par valu",801116416,https://www.ellingtonfinancial.com
EFF,Eaton vance Floating,,
EFM,"Entergy Mississippi, Inc. First Mortgage Bonds, 6.20% Series due April 15, 2040",,
EFR,Eaton Vance Senior Floating,323416672,https://funds.eatonvance.com/Senior-Floating-Rate-Trust-EFR.php
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,325788320,https://funds.eatonvance.com/Floating-Rate-Income-Trust-EFT.php
EFX,"Equifax, Inc. Common Stock",24147855360,https://www.equifax.com
EGF,"Blackrock Enhanced Government Fund, Inc. Common Stock",41009064,https://www.blackrock.com/investing/products/240273/blackrock-enhanced-government-fund-inc-usd-fund
EGL,"Engility Holdings, Inc. Common Stock",,
EGN,Energen Corporation Common Stock,,
EGO,Eldorado Gold Corporation Ordinary Shares,1395514752,https://www.eldoradogold.com
EGP,"EastGroup Properties, Inc. Common Stock",6349599232,https://www.eastgroup.net
EGY,Vaalco Energy Inc Common Stock,308695392,https://www.vaalco.com
EHI,Western Asset Global High Income Fund Inc Common Stock,162966608,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=EHI
EHIC,eHi Car Services Limited American Depositary Shares,,
EIG,Employers Holdings Inc Common Stock,1267905920,https://www.employers.com
EIX,Edison International Common Stock,24211535872,https://www.edison.com
EJ,E,,
EL,"Estee Lauder Companies, Inc. (The) Common Stock",80163799040,https://www.elcompanies.com
ELA,"Entergy Louisiana, LLC First Mortgage Bonds, 5.875% Series due June 15, 2041",144046608,https://www.envela.com
ELB,"Entergy Louisiana, Inc. 6.0% Series Due March 15, 2040",,
ELJ,"Entergy Louisiana, Inc. First Mortgage Bonds, 5.25% Series due July 1, 2052",,
ELLI,"Ellie Mae, Inc. Common Stock",,
ELP,Companhia Paranaense de Energia (COPEL) Common Stock,20058910720,https://www.copel.com
ELS,"Equity Lifestyle Properties, Inc. Common Stock",11862291456,https://www.equitylifestyleproperties.com
ELU,"Entergy Louisiana, Inc. First Mortgage Bonds, 4.70% Series due June 1, 2063",,
ELX,Emulex Corporation Common Stock,,
ELY,Callaway Golf Company Common Stock,,
EMC,EMC Corporation Common Stock,,
EMD,"Western Asset Emerging Markets Income Fund, Inc. Common Stock",546713984,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1415&mktcd=SBEM&cached=true&mode=2&userID=355661
EME,"EMCOR Group, Inc. Common Stock",8197773824,https://www.emcorgroup.com
EMES,Emerge Energy Services LP Common Units representing Limited Partner Interests,,
EMF,Templeton Emerging Markets Fund Common Stock,186898032,https://www.franklintempleton.com/en-us-retail/investor/products/other-funds/closed-end-fund-detail.page?FundID=911
EMN,Eastman Chemical Company Common Stock,11680146432,https://www.eastman.com
EMO,ClearBridge Energy MLP Opportunity Fund Inc. Common Stock,395886240,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=EMO
EMQ,"Entergy Mississippi, Inc. 1st Mtg Bds",,
EMR,Emerson Electric Company Common Stock,57121579008,https://www.emerson.com
EMZ,"Entergy Mississippi, Inc. First Mortgage Bonds, 6.0% Series due May 1, 2051",,
ENB,Enbridge Inc Common Stock,83981434880,https://www.enbridge.com
ENBL,"Enable Midstream Partners, LP Common Units representing limited partner interests",,
ENH,Endurance Specialty Holdings Ltd Common Stock,,
ENI,Enersis S A Common Stock,,
ENJ,"Entergy New Orleans, Inc. First Mortgage Bonds, 5.0% Series due December 1, 2052",195965952,
ENL,Reed Elsevier NV American Depositary Shares,,
ENLC,"EnLink Midstream, LLC Common Units representing Limited Partner Interests",6143391744,https://www.enlink.com
ENLK,"EnLink Midstream Partners, LP Common Units Representing Limited Partnership Interests",,
ENR,"Energizer Holdings, Inc. Common Stock",2198604032,https://www.energizerholdings.com
ENS,Enersys Common Stock,3170333696,https://www.enersys.com
ENV,"Envestnet, Inc Common Stock",3133850624,https://www.envestnet.com
ENVA,"Enova International, Inc. Common Stock",1424072832,https://www.enova.com
ENZ,"Enzo Biochem, Inc. Common Stock ($0.01 Par Value)",95489448,https://www.enzo.com
EOC,Empresa Nacional de Electricidad S.A. Common Stock,,
EOD,Wells Fargo Advantage Global Dividend Opportunity Fund,215785056,https://www.wellsfargoadvantagefunds.com/wfweb/wf/funds/cef/0EOD.jsp
EOG,"EOG Resources, Inc. Common Stock",83463086080,https://www.eogresources.com
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,660065600,https://funds.eatonvance.com/Enhanced-Equity-Income-Fund-EOI.php
