Ticker,Company Name,Market Cap,Website
AFB,AllianceBernstein National Municipal Income Fund Inc,309726272,https://www.alliancebernstein.com/abcom/Product_Center/3_Vehicle/MF/ClosedEnd/AllianceBernstein_National_Muni_Income.htm
AFC,"Allied Capital Corporation Allied Capital Corporation 6.875% Notes due April 15, 2047",,
AFG,"American Financial Group, Inc. Common Stock",12081734656,https://www.afginc.com
AFGE,"American Financial Group, Inc. 6.25% Subordinated Debentures due 2054",,
AFL,AFLAC Incorporated Common Stock,47630016512,https://www.aflac.com
AFM,"Affiliated Managers Group, Inc. 5.250% Senior Notes due 2022",,
AFQ,"American Financial Group, Inc. 7% Senior Notes due 2050",,
AFSD,"Aflac Incorporated 5.50% Subordinated Debentures due September 15, 2052",,
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,196843984,https://www.agmfunds.com/InvestmentInformation/SeniorFloatingRateFund.aspx
AFW,"American Financial Group, Inc. 6 3/8% Senior Notes due 2042",,
AG,First Majestic Silver Corp. Ordinary Shares (Canada),2468607488,https://www.firstmajestic.com
AGC,Advent Claymore Convertible Securities and Income Fund Common Shares of Beneficial Interest,,
AGCO,AGCO Corporation Common Stock,9774095360,https://www.agcocorp.com
AGD,Alpine Global Dynamic Dividend Fund Shares of Beneficial Interest,119095704,https://www.alpinefunds.com/default.asp?P=856340&S=857561
AGI,Alamos Gold Inc Ordinary Shares,3821639424,https://www.alamosgold.com
AGM,Federal Agricultural Mortgage Corporation Common Stock,1340710912,https://www.farmermac.com
AGM.A,Federal Agricultural Mortgage Corporation Common Stock,,
AGN,"Allergan, Inc. Common Stock",,
AGO,Assured Guaranty Ltd. Common Stock,4307698688,https://www.assuredguaranty.com
AGRO,Adecoagro S.A. Common Shares,927446848,https://www.adecoagro.com
AGU,Agrium Inc. Common Stock,,
AGX,"Argan, Inc. Common Stock",587415488,https://www.arganinc.com
AHC,A.H. Belo Corporation Common Stock,,
AHH,"Armada Hoffler Properties, Inc. Common Stock",731914240,https://www.armadahoffler.com
AHL,Aspen Insurance Holdings Limited Ordinary Shares,,
AHP,"Ashford Hospitality Prime, Inc. Common Stock",,
AHS,AMN Healthcare Services Inc AMN Healthcare Services Inc,,
AHT,Ashford Hospitality Trust Inc Common Stock,220399312,https://www.ahtreit.com
AI,Arlington Asset Investment Corp Class A (new),1332919424,https://www.C3.ai
AIB,Apollo Investment Corporation 6.625% Senior Notes due 2042,,https://www.aibspac.com
AIF,Apollo Tactical Income Fund Inc. Common Stock,177762560,https://www.agmfunds.com/InvestmentInformation/TacticalIncomeFund.aspx
AIG,"American International Group, Inc. New Common Stock",50614964224,https://www.aig.com
AIG.W,"American International Group, Inc. Warrant expiring January 19, 2021",,
AIN,Albany International Corporation Common Stock,3302538240,https://www.albint.com
AIR,AAR Corp. Common Stock,1647885056,https://www.aarcorp.com
AIT,"Applied Industrial Technologies, Inc. Common Stock",5026381824,https://www.applied.com
AIV,Apartment Investment and Management Company Common Stock,1231605504,https://www.aimco.com
AIW,Arlington Asset Investment Corp 6.625% Notes due 2023,,
AIY,Apollo Investment Corporation 6.875% Senior Notes due 2043,,
AIZ,"Assurant, Inc. Common Stock",7238320128,https://www.assurant.com
AJG,Arthur J. Gallagher & Co. Common Stock,40900096000,https://www.ajg.com
AKO.A,Embotelladora Andina S.A. Common Stock,,
AKO.B,Embotelladora Andina S.A. Common Stock,,
AKP,Alliance California Municipal Income Fund Inc,,
AKR,Acadia Realty Trust Common Stock,1332995712,https://www.acadiarealty.com
AKS,AK Steel Holding Corporation Common Stock,,
AL,Air Lease Corporation Class A Common Stock,4358862848,https://www.airleasecorp.com
ALB,Albemarle Corporation Common Stock,33209485312,https://www.albemarle.com
ALDW,"Alon USA Partners, LP Common Units representing Limited Partner Interests",,
ALE,"Allete, Inc.",3462950656,https://www.allete.com
ALEX,"Alexander & Baldwin, Inc. Common Stock",1436093952,https://www.alexanderbaldwin.com
ALG,"Alamo Group, Inc. Common Stock",1785931776,https://www.alamo-group.com
ALJ,"Alon USA Energy, Inc. common stick",,
ALK,"Alaska Air Group, Inc. Common Stock",5806912000,https://www.alaskaair.com
ALL,Allstate Corporation (The) Common Stock,38514921472,https://www.allstate.com
ALLE,Allegion plc Ordinary Shares,10224436224,https://www.allegion.com
ALLY,Ally Financial Inc. Common Stock,9191159808,https://www.ally.com
ALR,Alere Inc. Common Stock,,https://www.alerislife.com
ALSN,"Allison Transmission Holdings, Inc. Common Stock",4639569920,https://www.allisontransmission.com
ALU,Alcatel,,
ALV,"Autoliv, Inc. Common Stock",7642970624,https://www.autoliv.com
ALX,"Alexander's, Inc. Common Stock",1249396352,https://www.alx-inc.com
AM,Antero Midstream Partners LP Common Units representing limited partner interests,5262094336,https://www.anteromidstream.com
AMBR,"Amber Road, Inc. Common Stock",,
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",3921840896,https://www.amctheatres.com
AME,"AMETEK, Inc.",32866656256,https://www.ametek.com
AMFW,AMEC Foster Wheeler plc American Depositary Shares,,
AMG,"Affiliated Managers Group, Inc. Common Stock",6371684864,https://www.amg.com
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,10724079616,https://www.americanhomes4rent.com
AMID,"American Midstream Partners, LP Common Units representing Limited Partner Interests",,
AMP,"Ameriprise Financial, Inc. Common Stock",37214613504,https://www.ameriprise.com
AMRC,"Ameresco, Inc. Class A Common Stock",3280731136,https://www.ameresco.com
AMRE,"AmREIT, Inc. Common stock",,
AMT,American Tower Corporation (REIT) Common Stock,99394109440,https://www.americantower.com
AMTD,TD Ameritrade Holding Corporation Common Stock,,https://www.amtdinc.com
AMTG,"Apollo Residential Mortgage, Inc. Common Stock",,
AMX,"America Movil, S.A.B. de C.V. American Depository Receipt Series L",66133622784,https://www.americamovil.com
AN,"AutoNation, Inc. Common Stock",7810175488,https://www.autonation.com
ANET,"Arista Networks, Inc. Common Stock",42158489600,https://www.arista.com
ANF,Abercrombie & Fitch Company Common Stock,1354716544,https://www.abercrombie.com
ANFI,Amira Nature Foods Ltd Ordinary Shares,,
ANH,Anworth Mortgage Asset Corporation Common Stock,,
ANN,ANN INC. Common Stock,,
ANR,"Alpha Natural Resources, inc. comm stock",,
ANTM,"Anthem, Inc. Common Stock",,
ANW,Aegean Marine Petroleum Network Inc. Common Stock,,
AOD,Alpine Total Dynamic Dividend Fund Common Stock,857154048,https://www.alpinefunds.com/default.asp?P=856340&S=857569
AOI,"Alliance One International, Inc. Common Stock",,
AOL,AOL Inc. AOL Inc. Common Stock,,
AON,Aon plc Class A Ordinary Shares (UK),67033804800,https://www.aon.com
AOS,A.O. Smith Corporation Common Stock,9793238016,https://www.aosmith.com
AP,Ampco,55562960,https://ampcopgh.com
APA,Apache Corporation Common Stock,,https://apacorp.com
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,2205601792,https://www.artisanpartners.com
APB,"Asia Pacific Fund, Inc. (The)",,
APC,Anadarko Petroleum Corporation Common Stock,,
APD,"Air Products and Chemicals, Inc. Common Stock",68311924736,https://www.airproducts.com
APF,Morgan Stanley Asia,,
APH,Amphenol Corporation Common Stock,47884103680,https://www.amphenol.com
APL,"Atlas Pipeline Partners, L.P. Common Units, No Par Value",,
APO,"Apollo Global Management, LLC Class A Common Shares Representing Class A Limitied Liability Company Interests",39191998464,https://www.apollo.com
APU,"AmeriGas Partners, L.P. Common Stock",,
AR,Antero Resources Corporation Common Stock,11784932352,https://www.anteroresources.com
ARC,"ARC Document Solutions, Inc. Common Stock",130236592,https://www.e-arc.com
ARCO,Arcos Dorados Holdings Inc. Class A Shares,1528070272,https://www.arcosdorados.com
ARCX,Arc Logistic Partners LP Common Units representing limited partner interest,,
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",276351424,https://www.arespublicfunds.com/funds/ardc/overview/
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",23526635520,https://www.are.com
ARES,Ares Management L.P. Common Units representing Limited Partner Interests,13517137920,https://www.aresmgmt.com
ARG,"Airgas, Inc. Common Stock",,
ARI,"Apollo Commercial Real Estate Finance, Inc",1675930112,https://www.apolloreit.com
ARL,"American Realty Investors, Inc. Common Stock",325785856,https://www.americanrealtyinvest.com
ARMF,Ares Multi,,
ARMK,Aramark Common Stock,10440648704,https://www.aramark.com
ARN,Ares Capital Corporation 7.00% Senior Notes due 2022,,
ARO,Aeropostale Inc Common Stock,,
ARP,"Atlas Resource Partners, L.P. Common Units representing Limited Partner Interests",,
ARPI,"American Residential Properties, Inc. Common Stock",,
ARR,"ARMOUR Residential REIT, Inc.",516608672,https://www.armourreit.com
ARU,Ares Capital Corporation 5.875% Senior Notes due 2022,,
ARW,"Arrow Electronics, Inc. Common Stock",7672441856,https://www.arrow.com
ARY,Ares Capital Corporation 7.75% Senior Notes due 2040,,
ASA,ASA  Gold and Precious Metals Limited,265236128,https://www.asaltd.com
ASB,Associated Banc,3651300352,https://www.associatedbank.com
ASC,Ardmore Shipping Corporation Common Stock,497245632,https://ardmoreshipping.com
ASG,Liberty All,286909248,https://www.all-starfunds.com/fundfacts-asg.php
ASGN,"On Assignment, Inc. Common Stock",4680664064,https://www.asgn.com
ASH,Ashland Inc. (NEW) Common Stock,6346424832,https://www.ashland.com
ASPN,"Aspen Aerogels, Inc. Common Stock",431023264,https://www.aerogel.com
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",7285934080,https://www.asur.com.mx
ASX,"Advanced Semiconductor Engineering, Inc. Common Stock",13862380544,https://www.aseglobal.com
AT,Atlantic Power Corporation Ordinary Shares (Canada),,
ATE,Advantest Corporation (Kabushiki Kaisha Advantest) ADS American Depositary Shares,,
